"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131370","b3498","NP_417955.1","oligopeptidase A","57977","Pseudomonas aeruginosa UCBPP-PA14","116053788","PA14_00790","WP_003136955.1","oligopeptidase A","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131371","b3499","NP_417956.1","protein required for the utilization of DNA as a carbon source, predicted DNA processing protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116053167","PA14_66340","WP_003095790.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131372","b3500","NP_417957.1","glutathione oxidoreductase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049975","PA14_38330","WP_003139698.1","glutathione reductase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131373","b3501","NP_417958.1","DNA-binding transcriptional repressor","57977","Pseudomonas aeruginosa UCBPP-PA14","116050224","PA14_35130","WP_003089312.1","arsenic resistance transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111602","b3502","NP_417959.4","arsenite/antimonite transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116050225","PA14_35110","WP_003089314.1","ArsB protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131380","b3508","NP_417965.1","predicted Mg(2+) transport ATPase, inner membrane protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116050502","PA14_31460","WP_003102512.1","putative transport protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131380","b3508","NP_417965.1","predicted Mg(2+) transport ATPase, inner membrane protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052778","PA14_61330","WP_003094941.1","magnesium transporter, MgtC family","1","","PA14_31460[putative transport protein]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131387","b3515","NP_417972.1","transcriptional activator of gadA and gadBC in absence of GadX","57977","Pseudomonas aeruginosa UCBPP-PA14","116050043","PA14_37400","WP_003139609.1","AraC family transcriptional regulator","3","","PA14_70290[putative transcriptional regulator];PA14_04000[putative transcriptional regulator];PA14_22640[AraC family transcriptional regulator]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131387","b3515","NP_417972.1","transcriptional activator of gadA and gadBC in absence of GadX","57977","Pseudomonas aeruginosa UCBPP-PA14","116054032","PA14_04000","WP_004364972.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131387","b3515","NP_417972.1","transcriptional activator of gadA and gadBC in absence of GadX","57977","Pseudomonas aeruginosa UCBPP-PA14","116051205","PA14_22640","WP_003138428.1","AraC family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131387","b3515","NP_417972.1","transcriptional activator of gadA and gadBC in absence of GadX","57977","Pseudomonas aeruginosa UCBPP-PA14","116053471","PA14_70290","WP_003098298.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131388","b3516","NP_417973.1","DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116053471","PA14_70290","WP_003098298.1","putative transcriptional regulator","2","b0564[DNA-binding global transcriptional activator; DLP12 prophage];b3515[transcriptional activator of gadA and gadBC in absence of GadX]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131388","b3516","NP_417973.1","DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116054032","PA14_04000","WP_004364972.1","putative transcriptional regulator","2","b0564[DNA-binding global transcriptional activator; DLP12 prophage];b3515[transcriptional activator of gadA and gadBC in absence of GadX]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131388","b3516","NP_417973.1","DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116050043","PA14_37400","WP_003139609.1","AraC family transcriptional regulator","5","b0564[DNA-binding global transcriptional activator; DLP12 prophage];b3515[transcriptional activator of gadA and gadBC in absence of GadX]","PA14_70290[putative transcriptional regulator];PA14_04000[putative transcriptional regulator];PA14_22640[AraC family transcriptional regulator]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131388","b3516","NP_417973.1","DNA-binding transcriptional dual regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116051205","PA14_22640","WP_003138428.1","AraC family transcriptional regulator","2","b0564[DNA-binding global transcriptional activator; DLP12 prophage];b3515[transcriptional activator of gadA and gadBC in absence of GadX]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131390","b3518","NP_417975.1","predicted cytochrome C peroxidase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052729","PA14_60700","WP_003094815.1","cytochrome c551 peroxidase precursor","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698322","b3521","NP_417978.2","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116050880","PA14_26880","WP_003138719.1","LysR family transcriptional regulator","2","","PA14_09910[putative transcriptional regulator];PA14_31780[LysR family transcriptional regulator]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698322","b3521","NP_417978.2","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116052216","PA14_09910","WP_003137516.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698322","b3521","NP_417978.2","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116050478","PA14_31780","WP_003120066.1","LysR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131395","b3523","NP_417980.1","inner membrane protein, predicted transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116051747","PA14_15920","WP_011666580.1","major facilitator transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","226524754","b3524","NP_417981.2","Inner membrane protein, AsmA family","57977","Pseudomonas aeruginosa UCBPP-PA14","116053028","PA14_64510","WP_004365457.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111606","b3526","NP_417983.2","ketodeoxygluconokinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050208","PA14_35340","WP_003139444.1","putative 2-ketogluconate kinase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131400","b3528","NP_417985.1","C4-dicarboxylic acid, orotate and citrate transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116049115","PA14_49130","WP_003082442.1","C4-dicarboxylate transporter DctA","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111609","b3533","NP_417990.4","cellulose synthase, catalytic subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049095","PA14_49360","WP_003140539.1","glucosyl transferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131412","b3540","NP_417997.1","dipeptide transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052537","PA14_58490","WP_003110330.1","dipeptide transporter ATP-binding subunit","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131413","b3541","NP_417998.1","dipeptide/heme transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052536","PA14_58470","WP_003094451.1","ABC transporter ATP-binding protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131414","b3542","NP_417999.1","dipeptide/heme transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052535","PA14_58450","WP_003094448.1","ABC transporter permease","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131415","b3543","NP_418000.1","dipeptide/heme transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052534","PA14_58440","WP_003105448.1","ABC transporter permease","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131416","b3544","NP_418001.1","dipeptide transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052528","PA14_58350","WP_003116231.1","putative binding protein component of ABC transpor","1","","PA14_58390[putative binding protein component of ABC transpor]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131416","b3544","NP_418001.1","dipeptide transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052531","PA14_58390","WP_003141334.1","putative binding protein component of ABC transpor","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131418","b3547","NP_418003.1","Inner membrane protein, predicted oxalate-formate antiporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116049238","PA14_47560","WP_003086798.1","putative MFS transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131420","b3549","NP_418005.1","3-methyl-adenine DNA glycosylase I, constitutive","57977","Pseudomonas aeruginosa UCBPP-PA14","116053730","PA14_00110","WP_003097280.1","DNA-3-methyladenine glycosidase I","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176370","b3552","YP_026228.1","outer membrane lipoprotein","57977","Pseudomonas aeruginosa UCBPP-PA14","116048755","PA14_53500","WP_003085808.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111614","b3553","NP_418009.2","glyoxylate/hydroxypyruvate reductase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116050210","PA14_35320","WP_003139442.1","putative 2-hydroxyacid dehydrogenase","1","","PA14_13500[putative 2-hydroxyacid dehydrogenase]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111614","b3553","NP_418009.2","glyoxylate/hydroxypyruvate reductase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116051933","PA14_13500","WP_003137762.1","putative 2-hydroxyacid dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131427","b3556","NP_418012.1","RNA chaperone and anti-terminator, cold-inducible","57977","Pseudomonas aeruginosa UCBPP-PA14","116051280","PA14_21760","WP_003091604.1","cold acclimation protein B","2","b1552[Qin prophage; cold shock protein];b1557[Qin prophage; cold shock protein]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131429","b3558","NP_418015.1","IS150 transposase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116053980","PA14_03300","WP_003137178.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131429","b3558","NP_418015.1","IS150 transposase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116048904","PA14_51630","WP_023443521.1","transposase","5","","PA14_03300[hypothetical protein];PA14_03300[hypothetical protein];PA14_03300[hypothetical protein];PA14_03300[hypothetical protein];PA14_03300[hypothetical protein]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131430","b3559","NP_418016.1","glycine tRNA synthetase, beta subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053728","PA14_00090","WP_003100271.1","glycyl-tRNA synthetase subunit beta","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131431","b3560","NP_418017.1","glycine tRNA synthetase, alpha subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053729","PA14_00100","WP_003097276.1","glycyl-tRNA synthetase subunit alpha","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131435","b3564","NP_418021.1","xylulokinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050283","PA14_34350","WP_031632462.1","xylulose kinase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131438","b3567","NP_418024.1","fused D-xylose transporter subunits of ABC superfamily: ATP-binding components","57977","Pseudomonas aeruginosa UCBPP-PA14","116049898","PA14_39330","WP_003119159.1","ribose transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131439","b3568","NP_418025.1","D-xylose ABC transporter permease subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049899","PA14_39320","WP_003088303.1","membrane protein component of ABC ribose transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131446","b3575","NP_418032.1","2,3-diketo-L-gulonate reductase, NADH-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116049204","PA14_48020","WP_003082545.1","putative L-malate dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176375","b3578","YP_026232.1","L-dehydroascorbate transporter, TRAP permease large subunit for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO","57977","Pseudomonas aeruginosa UCBPP-PA14","116048810","PA14_52810","WP_003085927.1","C4-dicarboxylate transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176375","b3578","YP_026232.1","L-dehydroascorbate transporter, TRAP permease large subunit for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO","57977","Pseudomonas aeruginosa UCBPP-PA14","116053316","PA14_68290","WP_003096192.1","C4-dicarboxylate transporter","1","","PA14_52810[C4-dicarboxylate transporter]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131450","b3579","NP_418036.1","L-dehydroascorbate transporter, periplasmic binding protein for TRAP (TRipartite ATP-independent Periplasmic) family transporter YiaMNO","57977","Pseudomonas aeruginosa UCBPP-PA14","116051804","PA14_15200","WP_003092730.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131454","b3583","NP_418040.1","L-ribulose-5-phosphate 4-epimerase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049632","PA14_42740","WP_003110430.1","methylthioribulose-1-phosphate dehydratase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131457","b3586","NP_418043.1","membrane fusion protein (MFP) component of efflux pump, signal anchor","57977","Pseudomonas aeruginosa UCBPP-PA14","116051375","PA14_20620","WP_003138259.1","HlyD family secretion protein","1","b3597[predicted protein]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111619","b3588","NP_418045.4","aldehyde dehydrogenase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116049936","PA14_38840","WP_011666692.1","NAD+ dependent acetaldehyde dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111619","b3588","NP_418045.4","aldehyde dehydrogenase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116052059","PA14_11810","WP_009313359.1","putative aldehyde dehydrogenase","1","","PA14_38840[NAD+ dependent acetaldehyde dehydrogenase]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176377","b3589","YP_026233.1","predicted Fe-containing alcohol dehydrogenase, Pfam00465 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116049942","PA14_38750","WP_003139742.1","putative iron-containing alcohol dehydrogenase","1","b2799[L-1,2-propanediol oxidoreductase]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131461","b3590","NP_418047.1","selenocysteinyl-tRNA-specific translation factor","57977","Pseudomonas aeruginosa UCBPP-PA14","116052955","PA14_63530","WP_004365408.1","selenocysteine-specific elongation factor","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131462","b3591","NP_418048.1","selenocysteine synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052956","PA14_63540","WP_004365409.1","selenocysteine synthase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131463","b3592","NP_418049.1","glutathione S-transferase homolog","57977","Pseudomonas aeruginosa UCBPP-PA14","116054196","PA14_06120","WP_003142695.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131464","b3593","NP_418050.1","rhsA element core protein RshA","57977","Pseudomonas aeruginosa UCBPP-PA14","116050670","PA14_29400","WP_003138894.1","hypothetical protein","3","b0497[rhsD element protein];b0700[rhsC element core protein RshC];b3482[rhsB element core protein RshB]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131468","b3597","NP_418054.1","predicted protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051375","PA14_20620","WP_003138259.1","HlyD family secretion protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131476","b3605","NP_418062.1","L-lactate dehydrogenase, FMN-linked","57977","Pseudomonas aeruginosa UCBPP-PA14","116052918","PA14_63090","WP_004365390.1","L-lactate dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131477","b3606","NP_418063.1","tRNA Leu mC34/mU34 2'-O-methyltransferase, SAM-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116053273","PA14_67710","WP_003141848.1","putative rRNA methylase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131478","b3607","NP_418064.1","serine acetyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048639","PA14_54880","WP_003141089.1","putative serine acetyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131479","b3608","NP_418065.1","glycerol-3-phosphate dehydrogenase (NAD+)","57977","Pseudomonas aeruginosa UCBPP-PA14","116049559","PA14_43640","WP_003109958.1","NAD(P)H-dependent glycerol-3-phosphate dehydrogenase","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131480","b3609","NP_418066.1","protein export chaperone","57977","Pseudomonas aeruginosa UCBPP-PA14","116053275","PA14_67720","WP_003096050.1","preprotein translocase subunit SecB","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131481","b3610","NP_418067.1","glutaredoxin 3","57977","Pseudomonas aeruginosa UCBPP-PA14","116053276","PA14_67740","WP_003096057.1","glutaredoxin","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131482","b3611","NP_418068.1","predicted rhodanese-related sulfurtransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053277","PA14_67750","WP_003096058.1","rhodanese-like domain-containing protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131483","b3612","NP_418069.1","phosphoglycero mutase III, cofactor-independent","57977","Pseudomonas aeruginosa UCBPP-PA14","116053278","PA14_67770","WP_004365494.1","phosphoglyceromutase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","162135913","b3613","NP_418070.6","activator of AmiB,C murein hydrolases, septal ring factor","57977","Pseudomonas aeruginosa UCBPP-PA14","116053280","PA14_67790","WP_003123645.1","putative membrane-bound metallopeptidase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111621","b3614","NP_418071.4","predicted polysaccharide deacetylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053282","PA14_67820","WP_003141876.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131490","b3619","NP_418076.1","ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116051352","PA14_20890","WP_003106207.1","ADP-L-glycero-D-mannoheptose 6-epimerase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131491","b3620","NP_418077.1","ADP-heptose:LPS heptosyltransferase II","57977","Pseudomonas aeruginosa UCBPP-PA14","116053160","PA14_66250","WP_003109905.1","heptosyltransferase II","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131492","b3621","NP_418078.1","ADP-heptose:LPS heptosyl transferase I","57977","Pseudomonas aeruginosa UCBPP-PA14","116053159","PA14_66240","WP_003141754.1","lipopolysaccharide heptosyltransferase I","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131501","b3630","NP_418087.1","kinase that phosphorylates core heptose of lipopolysaccharide","57977","Pseudomonas aeruginosa UCBPP-PA14","116053157","PA14_66220","WP_003095775.1","lipopolysaccharide kinase WaaP","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131502","b3631","NP_418088.1","glucosyltransferase I","57977","Pseudomonas aeruginosa UCBPP-PA14","116053158","PA14_66230","WP_003135667.1","UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131504","b3633","NP_418090.1","3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)","57977","Pseudomonas aeruginosa UCBPP-PA14","116053136","PA14_65960","WP_003114538.1","3-deoxy-D-manno-octulosonic-acid transferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131505","b3634","NP_418091.1","pantetheine-phosphate adenylyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054092","PA14_04760","WP_003084466.1","phosphopantetheine adenylyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131506","b3635","NP_418092.1","formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054085","PA14_04670","WP_003102876.1","formamidopyrimidine-DNA glycosylase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131507","b3636","NP_418093.1","50S ribosomal subunit protein L33","57977","Pseudomonas aeruginosa UCBPP-PA14","116053462","PA14_70180","WP_003096555.1","50S ribosomal protein L33","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131508","b3637","NP_418094.1","50S ribosomal subunit protein L28","57977","Pseudomonas aeruginosa UCBPP-PA14","116053463","PA14_70190","WP_003096556.1","50S ribosomal protein L28","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","162135914","b3638","NP_418095.4","conserved protein, UPF0758 family; not radC","57977","Pseudomonas aeruginosa UCBPP-PA14","116053466","PA14_70230","WP_003096559.1","DNA repair protein RadC","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111624","b3639","NP_418096.4","fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116053467","PA14_70240","WP_003098292.1","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131511","b3640","NP_418097.1","deoxyuridinetriphosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053468","PA14_70260","WP_003096567.1","deoxyuridine 5'-triphosphate nucleotidohydrolase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111625","b3641","NP_418098.4","division inhibitor","57977","Pseudomonas aeruginosa UCBPP-PA14","116049349","PA14_46290","WP_003140307.1","TetR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131513","b3642","NP_418099.1","orotate phosphoribosyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053478","PA14_70370","WP_003096586.1","orotate phosphoribosyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","157783152","b3643","YP_001491547","defective ribonuclease PH","57977","Pseudomonas aeruginosa UCBPP-PA14","116053481","PA14_70420","WP_003096595.1","ribonuclease PH","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131515","b3644","NP_418101.1","conserved protein, UPF0701 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116053482","PA14_70430","WP_003096599.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111627","b3646","NP_418103.4","inner membrane protein, UPF0126 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116048965","PA14_50920","WP_023980766.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131519","b3648","NP_418105.1","guanylate kinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053483","PA14_70440","WP_003098317.1","guanylate kinase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131520","b3649","NP_418106.1","RNA polymerase, omega subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053484","PA14_70450","WP_003096602.1","DNA-directed RNA polymerase subunit omega","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131521","b3650","NP_418107.1","bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053485","PA14_70470","WP_003096603.1","guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131523","b3652","NP_418109.1","ATP-dependent DNA helicase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053492","PA14_70570","WP_003096624.1","ATP-dependent DNA helicase RecG","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131524","b3653","NP_418110.1","glutamate transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116051165","PA14_23160","WP_003138457.1","sodium/glutamate symporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131525","b3654","NP_418111.1","xanthine permease","57977","Pseudomonas aeruginosa UCBPP-PA14","116054080","PA14_04610","WP_003102887.1","putative transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131531","b3661","NP_418117.1","cytoplasmic membrane lipoprotein-28","57977","Pseudomonas aeruginosa UCBPP-PA14","116053655","PA14_72640","WP_003142142.1","putative TonB-dependent receptor","1","","PA14_13010[hypothetical protein]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131531","b3661","NP_418117.1","cytoplasmic membrane lipoprotein-28","57977","Pseudomonas aeruginosa UCBPP-PA14","116051971","PA14_13010","WP_003093057.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111631","b3664","NP_418120.2","Probable adenine permease","57977","Pseudomonas aeruginosa UCBPP-PA14","116052865","PA14_62440","WP_003095114.1","putative transporter","1","","PA14_44800[putative transporter]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111631","b3664","NP_418120.2","Probable adenine permease","57977","Pseudomonas aeruginosa UCBPP-PA14","116049463","PA14_44800","WP_003087209.1","putative transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111633","b3668","NP_418124.4","sensory histidine kinase in two-component regulatory sytem with UhpA","57977","Pseudomonas aeruginosa UCBPP-PA14","116054328","PA14_07820","WP_003137372.1","putative histidine kinase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111633","b3668","NP_418124.4","sensory histidine kinase in two-component regulatory sytem with UhpA","57977","Pseudomonas aeruginosa UCBPP-PA14","116049931","PA14_38910","WP_003139766.1","putative sensor kinase","1","","PA14_07820[putative histidine kinase]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16131548","b3678","NP_418134.1","predicted sulfatase/phosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053751","PA14_00380","WP_003142209.1","choline sulfatase","","","",""
